com_id,com_nam,lin_ima,com_ele_sta,com_ele_dis,rep_typ,rec_dat,cov_sta_dat,cov_end_dat,qua_con,sem_ann_con
"C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201507159000221827+0","NY","","JULY QUARTERLY / SEMI-ANNUAL","2015-07-15","2015-04-01","2015-06-30","$2,075,345.00","$2,075,345.00"
"C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201601319005281865+0","NY","","QUARTERLY YEAR END / SEMI-ANN","2016-01-31","2015-10-01","2015-12-31","$236,800.00","$236,800.00"
"C00140715","HOYER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_13964062092+0","MD","","QUARTERLY SEMI-ANNUAL (MY)","2013-07-15","2013-04-01","2013-06-30",,"$21,850.00"
"C00140715","HOYER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11930427395+0","MD","","QUARTERLY SEMI-ANNUAL (YE)","2011-03-01","2010-11-23","2010-12-31",,"$21,750.00"
"C00140715","HOYER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_10931457646+0","MD","","OCTOBER QUARTERLY","2010-10-15","2010-08-26","2010-09-30","$18,000.00",
"C00140715","HOYER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_10990361042+0","MD","","QUARTERLY SEMI-ANNUAL (YE)","2010-03-12","2009-10-01","2009-12-31",,"$19,000.00"
"C00348607","IMPACT","http://docquery.fec.gov/cgi-bin/fecimg/?_13961059831+0","NY","","MONTHLY SEMI-ANNUAL (YE)","2013-02-20","2012-11-27","2012-12-31",,"$47,500.00"
"C00348607","IMPACT","http://docquery.fec.gov/cgi-bin/fecimg/?_12940322541+0","NY","","OCTOBER MONTHLY","2012-10-19","2012-09-01","2012-09-30","$47,500.00",
"C00511907","INDEPENDENT PEOPLE PARTY","http://docquery.fec.gov/cgi-bin/fecimg/?_12030852084+0","","","JULY QUARTERLY / SEMI-ANNUAL","2012-07-13","2012-04-15","2012-07-15","$3,576.00",
"C00337436","INSLEE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_10931195218+0","WA","01","QUARTERLY SEMI-ANNUAL (MY)","2010-08-26","2010-04-01","2010-06-30",,
"C00337436","INSLEE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_10930561992+0","WA","01","APRIL QUARTERLY","2010-04-14","2010-01-01","2010-03-31","$36,900.00",
"C00144154","INTERNATIONAL ASSOCIATION OF AMUSEMENT PARKS AND ATTRACTIONS PAC (IAAPA-PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_15970167425+0","VA","","PRE-GENERAL","2015-01-30","2014-10-01","2014-10-15",,
"C00144154","INTERNATIONAL ASSOCIATION OF AMUSEMENT PARKS AND ATTRACTIONS PAC (IAAPA-PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_14951887837+0","VA","","PRE-GENERAL","2014-10-21","2014-10-01","2014-10-15",,
"C00579458","JEB 2016, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201601319005238003+0","","","QUARTERLY YEAR END / SEMI-ANN","2016-01-31","2015-10-01","2015-12-31","$195,795.00","$406,970.00"
"C00579458","JEB 2016, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201510159003083509+0","","","OCTOBER QUARTERLY","2015-10-15","2015-07-01","2015-09-30","$179,525.00",
"C00579458","JEB 2016, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201507159000163851+0","","","JULY QUARTERLY / SEMI-ANNUAL","2015-07-15","2015-04-01","2015-06-30","$228,400.00","$228,400.00"
"C00437277","JEFF MERKLEY FOR OREGON","http://docquery.fec.gov/cgi-bin/fecimg/?_14020683387+0","OR","00","JULY QUARTERLY / SEMI-ANNUAL","2014-08-18","2014-04-01","2014-06-30",,"$81,407.00"
"C00437277","JEFF MERKLEY FOR OREGON","http://docquery.fec.gov/cgi-bin/fecimg/?_14020272126+0","OR","00","APRIL QUARTERLY","2014-04-15","2014-01-01","2014-03-31","$67,317.00",
"C00512970","JOE KENNEDY FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12971460293+0","MA","04","JULY QUARTERLY / SEMI-ANNUAL","2012-07-15","2012-04-01","2012-06-30","$20,200.00","$26,000.00"
"C00002600","JOHN D. DINGELL FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_10930990248+0","MI","15","JULY QUARTERLY / SEMI-ANNUAL","2010-07-15","2010-04-01","2010-06-30","$16,850.00","$16,850.00"
"C00408088","JOHN KERRY FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020022618+0","MN","00","QUARTERLY YEAR END / SEMI-ANN","2011-01-31","2010-10-01","2010-12-31","$40,000.00","$40,000.00"
"C00458125","JUDY CHU FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_10990417715+0","CA","32","OCTOBER QUARTERLY","2010-03-27","2009-08-04","2009-09-30","$22,104.00",
"C00458125","JUDY CHU FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_10990346809+0","CA","32","QUARTERLY SEMI-ANNUAL (YE)","2010-02-26","2009-10-01","2009-12-31",,"$24,009.00"
"C00458125","JUDY CHU FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_29992954527+0","CA","32","OCTOBER QUARTERLY","2009-10-15","2009-08-04","2009-09-30","$22,104.00","$22,809.00"
"C00499954","KEADLE FOR CONGRESS 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12972538122+0","","","OCTOBER QUARTERLY","2012-10-14","2012-06-28","2012-09-30",,
"C00499954","KEADLE FOR CONGRESS 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12954339992+0","","","OCTOBER QUARTERLY","2012-10-12","2012-07-01","2012-09-30",,
"C00499954","KEADLE FOR CONGRESS 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12952629229+0","","","QUARTERLY MID-YEAR / SEMI-ANN","2012-08-12","2012-01-01","2012-06-30","$186,240.00","$186,240.00"
"C00499954","KEADLE FOR CONGRESS 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12952264526+0","NC","08","PRE-RUN-OFF","2012-07-05","2012-04-19","2012-06-27","$143,146.00",
"C00499954","KEADLE FOR CONGRESS 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12951421113+0","","","APRIL QUARTERLY","2012-04-14","2012-01-01","2012-03-31","$28,139.00",
"C00081356","KEEP NICK RAHALL IN CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10930390474+0","WV","03","QUARTERLY YEAR END / SEMI-ANN","2010-03-08","2009-07-01","2009-12-31","$18,500.00","$18,500.00"
"C00081356","KEEP NICK RAHALL IN CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29992928699+0","WV","03","OCTOBER QUARTERLY","2009-10-15","2009-07-01","2009-09-30","$18,500.00",
"C00458646","KENDRICK MEEK FOR FLORIDA","http://docquery.fec.gov/cgi-bin/fecimg/?_29020233744+0","","","JULY QUARTERLY / SEMI-ANNUAL","2009-07-15","2009-04-01","2009-06-30","$19,000.00","$19,000.00"
"C00095059","L A PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29933784751+0","","","MAY MONTHLY","2009-05-20","2009-04-01","2009-04-30","$17,500.00",
"C00095059","L.A. P.A.C.","http://docquery.fec.gov/cgi-bin/fecimg/?_29934439025+0","CA","","","2009-08-12","2009-01-01","2009-06-30","$21,500.00","$21,500.00"
"C00330142","LARSON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11930665123+0","","","QUARTERLY YEAR END / SEMI-ANN","2011-04-14","2010-07-01","2010-12-31","$74,820.00","$74,820.00"
"C00330142","LARSON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_10991322099+0","","","OCTOBER QUARTERLY","2010-10-14","2010-07-01","2010-09-30","$74,820.00",
"C00330142","LARSON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_10930962061+0","","","JULY QUARTERLY / SEMI-ANNUAL","2010-07-15","2010-04-01","2010-06-30","$21,450.00","$21,450.00"
"C00330142","LARSON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_10930165585+0","","","QUARTERLY YEAR END / SEMI-ANN","2010-01-27","2009-07-01","2009-12-31","$61,750.00","$61,750.00"
"C00330142","LARSON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_29934876186+0","","","OCTOBER QUARTERLY","2009-10-14","2009-07-01","2009-09-30","$58,750.00",
"C00330142","LARSON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_29992429602+0","","","JULY QUARTERLY / SEMI-ANNUAL","2009-07-14","2009-04-01","2009-06-30","$40,050.00","$40,050.00"
"C00366179","LEADERSHIP IN THE NEW CENTURY (LINCPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_10990245864+0","AR","","QUARTERLY SEMI-ANNUAL (YE)","2010-01-31","2009-07-01","2009-12-31",,
"C00385534","LEGPAC","http://docquery.fec.gov/cgi-bin/fecimg/?_10990144076+0","","","QUARTERLY SEMI-ANNUAL (YE)","2010-01-26","","2009-12-31",,"$20,000.00"
"C00156612","LEVIN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_10930366089+0","MI","12","QUARTERLY SEMI-ANNUAL (YE)","2010-02-26","2009-10-01","2009-12-31",,"$19,650.00"
"C00156612","LEVIN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_29934915872+0","MI","12","OCTOBER QUARTERLY","2009-10-15","2009-07-01","2009-09-30","$19,650.00",
"C00090357","LEWIS FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29934270264+0","","","JULY QUARTERLY / SEMI-ANNUAL","2009-07-15","2009-01-01","2009-06-30",,
"C00287912","LUCAS FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11931905791+0","OK","03","QUARTERLY SEMI-ANNUAL (MY)","2011-07-15","2011-01-01","2011-06-30","$47,825.00","$47,825.00"
"C00287912","LUCAS FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11931902720+0","OK","03","QUARTERLY SEMI-ANNUAL (MY)","2011-07-15","2011-04-01","2011-06-30","$47,825.00","$47,825.00"
"C00516708","MAGGIE BROOKS FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12971668797+0","NY","25","QUARTERLY SEMI-ANNUAL (MY)","2012-07-17","2012-06-07","2012-06-30","$19,200.00","$19,200.00"
"C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_201602010200023312+0","NH","00","YEAR-END","2016-01-29","2015-10-05","2015-12-31","$21,216.00","$21,216.00"
"C00458844","MARCO RUBIO FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201601319005212590+0","","","QUARTERLY YEAR END / SEMI-ANN","2016-01-31","2015-10-01","2015-12-31","$676,129.00","$1,036,623.00"
"C00458844","MARCO RUBIO FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201510159003053834+0","","","OCTOBER QUARTERLY","2015-10-15","2015-07-01","2015-09-30","$365,605.00",
"C00458844","MARCO RUBIO FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201507159000235203+0","","","JULY QUARTERLY / SEMI-ANNUAL","2015-07-15","2015-04-01","2015-06-30","$133,450.00",
"C00565812","MARTY MCCLENDON FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14953214673+0","WA","06","POST-GENERAL","2014-12-17","2014-10-15","2014-11-04",,
"C00332890","MARY BONO MACK COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11930284190+0","CA","45","QUARTERLY SEMI-ANNUAL (YE)","2011-01-31","2010-07-01","2010-12-31","$23,450.00","$23,450.00"
"C00431304","MCCASKILL FOR MISSOURI 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_13020081224+0","MO","00","QUARTERLY YEAR END / SEMI-ANN","2013-01-30","2012-07-01","2012-12-31",,
"C00431304","MCCASKILL FOR MISSOURI 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12020830820+0","","","OCTOBER QUARTERLY","2012-10-17","2012-07-01","2012-09-30",,
"C00431304","MCCASKILL FOR MISSOURI 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12020510110+0","MO","00","JULY QUARTERLY","2012-07-12","2012-04-01","2012-06-30","$34,000.00","$84,250.00"
"C00431304","MCCASKILL FOR MISSOURI 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12020272375+0","MO","00","APRIL QUARTERLY","2012-04-13","2012-01-01","2012-03-31","$33,000.00",
"C00193342","MCCONNELL SENATE COMMITTEE '14","http://docquery.fec.gov/cgi-bin/fecimg/?_11020040001+0","KY","00","QUARTERLY YEAR END / SEMI-ANN","2011-01-31","2010-10-01","2010-12-31","$35,800.00","$35,800.00"
"C00398644","MCNERNEY FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_10992434163+0","CA","11","POST-GENERAL","2010-12-02","2010-10-01","2010-11-22","$20,172.00","$20,172.00"
"C00569327","MEETING ROOM; THE","http://docquery.fec.gov/cgi-bin/fecimg/?_15031402400+0","","","POST-GENERAL","2015-03-09","2014-10-07","2014-11-24",,
"C00264564","MENENDEZ FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12020100716+0","NJ","00","QUARTERLY YEAR END / SEMI-ANN","2012-01-31","2011-10-01","2011-12-31",,"$94,343.00"
"C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020461813+0","NJ","00","JULY QUARTERLY","2012-07-13","2012-04-01","2012-06-30",,"$31,000.00"
"C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020234333+0","NJ","00","APRIL QUARTERLY","2012-04-13","2012-01-01","2012-03-31","$31,000.00",
"C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020401573+0","NJ","00","OCTOBER QUARTERLY","2011-10-14","2011-07-01","2011-09-30","$73,700.00",
"C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020332139+0","NJ","00","JULY QUARTERLY / SEMI-ANNUAL","2011-08-30","2011-04-01","2011-06-30",,"$101,775.00"
"C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020153832+0","NJ","00","APRIL QUARTERLY","2011-04-15","2011-01-01","2011-03-31","$101,275.00",
"C00553396","MIKE FRESE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_14941249182+0","NM","01","PRE-PRIMARY","2014-05-21","2014-04-01","2014-05-14",,
"C00548354","MISSION: EQUALITY AND DEMOCRACY LLC","http://docquery.fec.gov/cgi-bin/fecimg/?_15031400972+0","","","QUARTERLY YEAR END / SEMI-ANN","2015-02-23","2014-07-01","2014-12-31",,
"C00548354","MISSION: EQUALITY AND DEMOCRACY LLC","http://docquery.fec.gov/cgi-bin/fecimg/?_14031321660+0","","","OCTOBER QUARTERLY","2014-10-14","2014-07-01","2014-09-30",,
"C00548354","MISSION: EQUALITY AND DEMOCRACY LLC","http://docquery.fec.gov/cgi-bin/fecimg/?_14031283949+0","","","APRIL QUARTERLY","2014-08-08","2014-01-01","2014-03-31",,
"C00548354","MISSION: EQUALITY AND DEMOCRACY LLC","http://docquery.fec.gov/cgi-bin/fecimg/?_14031173403+0","","","QUARTERLY YEAR END / SEMI-ANN","2014-01-31","2013-07-01","2013-12-31",,"$6,600.00"
"C00412304","MONTANANS FOR TESTER","http://docquery.fec.gov/cgi-bin/fecimg/?_11020021917+0","MT","","QUARTERLY YEAR END / SEMI-ANN","2011-01-31","2010-10-01","2010-12-31","$18,900.00","$46,300.00"
"C00412304","MONTANANS FOR TESTER","http://docquery.fec.gov/cgi-bin/fecimg/?_10020682550+0","MT","","OCTOBER QUARTERLY","2010-10-15","2010-07-01","2010-09-30","$25,800.00",
"C00549592","NATALIE TENNANT FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_15020053616+0","WV","00","QUARTERLY YEAR END / SEMI-ANN","2015-01-30","2014-11-25","2014-12-31",,"$19,057.00"
"C00549592","NATALIE TENNANT FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020490729+0","WV","00","JULY QUARTERLY","2014-07-15","2014-04-24","2014-06-30",,"$24,904.00"
"C00549592","NATALIE TENNANT FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020212681+0","WV","00","APRIL QUARTERLY","2014-04-15","2014-01-01","2014-03-31","$18,560.00",
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13940099698+0","","","MONTHLY YEAR END / SEMI-ANNUAL","2013-01-31","2012-11-27","2012-12-31",,"$17,900.00"
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12972461691+0","","","OCTOBER QUARTERLY","2012-10-05","2012-07-01","2012-09-30","$17,900.00",
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12952408395+0","","","JULY QUARTERLY / SEMI-ANNUAL","2012-07-13","2012-04-01","2012-06-30","$168,400.00","$168,400.00"
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12950385900+0","","","QUARTERLY YEAR END / SEMI-ANN","2012-01-31","2011-07-01","2011-12-31",,"$30,800.00"
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11932130484+0","","","QUARTERLY MID-YEAR / SEMI-ANN","2011-07-29","2011-01-01","2011-06-30",,"$237,900.00"
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11930319653+0","","","QUARTERLY YEAR END / SEMI-ANN","2011-01-31","2010-10-01","2010-12-31","$297,783.00","$502,683.00"
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10931504705+0","","","OCTOBER QUARTERLY","2010-10-15","2010-07-01","2010-09-30","$204,900.00",
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10990890396+0","","","JULY QUARTERLY / SEMI-ANNUAL","2010-07-15","2010-04-01","2010-06-30","$416,600.00","$567,000.00"
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10990574177+0","","","APRIL QUARTERLY","2010-04-15","2010-01-01","2010-03-31","$150,400.00",
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10990192509+0","","","QUARTERLY YEAR END / SEMI-ANN","2010-01-29","2009-07-01","2009-12-31",,"$70,000.00"
"C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29992557353+0","","","QUARTERLY MID-YEAR / SEMI-ANN","2009-07-31","2009-03-19","2009-06-30",,"$299,600.00"
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020451703+0","","","JULY QUARTERLY","2014-07-11","2014-04-01","2014-06-30","$240,400.00","$867,700.00"
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020190102+0","","","APRIL QUARTERLY","2014-04-15","2014-01-01","2014-03-31","$627,300.00",
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020274444+0","","","QUARTERLY MID-YEAR / SEMI-ANN","2013-07-12","2013-01-01","2013-06-30",,"$482,800.00"
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020061704+0","","","QUARTERLY YEAR END / SEMI-ANN","2013-01-31","2012-11-27","2012-12-31",,"$73,500.00"
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12021103866+0","","","POST-GENERAL","2012-12-05","2012-10-18","2012-11-26","$22,000.00",
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12021030001+0","","","PRE-GENERAL","2012-10-25","2012-10-01","2012-10-17","$22,500.00",
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020693321+0","","","OCTOBER QUARTERLY","2012-10-09","2012-07-01","2012-09-30","$24,000.00",
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020614781+0","","","JULY QUARTERLY","2012-08-06","2012-04-01","2012-06-30","$29,500.00",
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020433737+0","","","JULY QUARTERLY","2012-07-12","2012-04-01","2012-06-30","$29,500.00",
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020213124+0","","","APRIL QUARTERLY","2012-04-13","2012-01-01","2012-03-31","$421,687.00",
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020041483+0","","","QUARTERLY YEAR END / SEMI-ANN","2012-01-30","2011-07-01","2011-12-31",,"$203,400.00"
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020233806+0","","","QUARTERLY MID-YEAR / SEMI-ANN","2011-07-14","2011-01-01","2011-06-30",,"$292,500.00"
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020030001+0","","","QUARTERLY YEAR END / SEMI-ANN","2011-01-31","2010-10-01","2010-12-31",,"$623,600.00"
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020731781+0","","","OCTOBER QUARTERLY","2010-10-15","2010-07-01","2010-09-30","$274,900.00",
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020441310+0","","","JULY QUARTERLY / SEMI-ANNUAL","2010-07-15","2010-04-01","2010-06-30","$754,750.00","$900,750.00"
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020200036+0","","","APRIL QUARTERLY","2010-04-15","2010-01-01","2010-03-31","$97,500.00","$97,500.00"
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020041403+0","","","QUARTERLY YEAR END / SEMI-ANN","2010-01-29","2009-07-01","2009-12-31",,"$333,550.00"
"C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29020303634+0","","","QUARTERLY MID-YEAR / SEMI-ANN","2009-07-31","2009-03-19","2009-06-30",,"$408,500.00"
"C00515122","NEBRASKANS FOR KERREY","http://docquery.fec.gov/cgi-bin/fecimg/?_13020081016+0","NE","00","QUARTERLY YEAR END / SEMI-ANN","2013-01-30","2012-11-27","2012-12-31",,"$29,551.00"
"C00432401","NELSON 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_11020301173+0","NE","00","JULY QUARTERLY / SEMI-ANNUAL","2011-07-15","2011-04-01","2011-06-30","$21,000.00","$21,000.00"
"C00384016","NEUGEBAUER CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11931856014+0","TX","19","QUARTERLY SEMI-ANNUAL (MY)","2011-07-15","2011-04-01","2011-06-30",,"$26,800.00"
"C00384016","NEUGEBAUER CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11930685205+0","TX","19","APRIL QUARTERLY","2011-04-15","2011-01-01","2011-03-31","$26,800.00",
"C00476622","NEW YORK SENATE 2010","http://docquery.fec.gov/cgi-bin/fecimg/?_10020440772+0","","","JULY QUARTERLY / SEMI-ANNUAL","2010-07-15","2010-04-01","2010-06-30","$1,400.00","$39,350.00"
"C00476622","NEW YORK SENATE 2010","http://docquery.fec.gov/cgi-bin/fecimg/?_10020203905+0","","","APRIL QUARTERLY","2010-04-15","2010-02-22","2010-03-31","$37,950.00",
"C00460345","NO RETREAT POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10930109148+0","","","QUARTERLY YEAR END / SEMI-ANN","2010-01-26","2009-07-01","2009-12-31",,
"C00460345","NO RETREAT POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29992511940+0","","","JULY QUARTERLY / SEMI-ANNUAL","2009-07-27","2009-01-01","2009-06-30",,
"C00504688","OTERO FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201510159002916688+0","","","OCTOBER QUARTERLY","2015-10-15","2015-07-01","2015-09-30",,
"C00504688","OTERO FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_14961588613+0","","","JULY QUARTERLY / SEMI-ANNUAL","2014-07-15","2014-04-01","2014-06-30",,
"C00453332","OUR FUTURE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10930235734+0","","","QUARTERLY YEAR END / SEMI-ANN","2010-01-29","2009-07-01","2009-12-31",,
"C00453332","OUR FUTURE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29934359080+0","","","JULY QUARTERLY / SEMI-ANNUAL","2009-07-28","2009-01-01","2009-06-30",,
"C00226928","PALLONE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_10990347396+0","","06","","2010-03-01","2009-07-01","2009-12-31","$21,500.00","$21,500.00"
"C00226928","PALLONE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_29992951635+0","","06","OCTOBER QUARTERLY","2009-10-15","2009-07-01","2009-09-30","$21,500.00",
"C00580738","PATIENT'S RIGHT TO EXCELLENT MEDICINE","http://docquery.fec.gov/cgi-bin/fecimg/?_201602080300048716+0","","","YEAR-END","2016-02-08","2015-07-01","2015-12-31",,"$31,179.00"
"C00494393","PAWLENTY FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_11931871257+0","","","JULY QUARTERLY / SEMI-ANNUAL","2011-07-15","2011-04-01","2011-06-30","$17,610.00","$17,610.00"
"C00505982","PEOPLE FOR ENDING POVERTY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_12030724015+0","","","YEAR-END","2012-01-31","2011-11-01","2012-01-31",,
"C00257642","PEOPLE FOR PATTY MURRAY","http://docquery.fec.gov/cgi-bin/fecimg/?_10020512039+0","WA","00","APRIL QUARTERLY","2010-07-15","2010-01-01","2010-03-31","$70,200.00",
